X	Y	Z	ASPECT	SLOPE
503709.7	1098771.863	1703	245.1	6.45
503809.7	1098771.863	1704	218.6	9
503909.7	1098771.863	1704	207.2	10.82
504009.7	1098771.863	1710	204.9	9.93
504109.7	1098771.863	1733	203.5	7.68
504209.7	1098771.863	1732	226.3	8.65
504309.7	1098771.863	1739	243.3	9.92
504409.7	1098771.863	1766	255.3	6.19
504509.7	1098771.863	1784	289.4	8.14
504609.7	1098771.863	1805	284.7	13.8
504709.7	1098771.863	1822	263.8	15.46
504809.7	1098771.863	1833	237.8	13.85
504909.7	1098771.863	1847	190.9	12.63
505009.7	1098771.863	1850	183.4	14.06
505109.7	1098771.863	1834	174.1	7.66
505209.7	1098771.863	1875	260.8	7.57
505309.7	1098771.863	1900	259.6	12.82
505409.7	1098771.863	1914	229.7	6.18
505509.7	1098771.863	1915	240.1	6.58
505609.7	1098771.863	1930	255.4	13.16
505709.7	1098771.863	1939	252.7	15.93
505809.7	1098771.863	1960	219.2	9.98
505909.7	1098771.863	1975	163.8	12.4
506009.7	1098771.863	1975	205.5	15.41
506109.7	1098771.863	1943	228.1	17.86
506209.7	1098771.863	1990	186.7	12.08
506309.7	1098771.863	2005	168.7	14.3
506409.7	1098771.863	1995	174.3	14.1
506509.7	1098771.863	1995	196.7	13
506609.7	1098771.863	1995	227.7	16.47
506709.7	1098771.863	2013	214.3	13.36
506809.7	1098771.863	2035	212.2	11.28
506909.7	1098771.863	2035	236.5	14.85
507009.7	1098771.863	2070	220.5	15.08
507109.7	1098771.863	2078	184.4	16.22
507209.7	1098771.863	2085	172.2	17.83
507309.7	1098771.863	2065	191.4	13.48
507409.7	1098771.863	2070	212	8.05
507509.7	1098771.863	2095	196.4	7.79
507609.7	1098771.863	2100	160.3	15.51
507709.7	1098771.863	2085	173.4	20.18
507809.7	1098771.863	2055	201.8	21.99
507909.7	1098771.863	2085	199.6	21.38
508009.7	1098771.863	2100	194	19.84
508109.7	1098771.863	2115	182.7	14.72
508209.7	1098771.863	2140	178.6	11.31
508309.7	1098771.863	2150	213.7	17.51
508409.7	1098771.863	2118	197.1	17.43
508509.7	1098771.863	2135	186.8	8.94
508609.7	1098771.863	2160	279.4	14.97
508709.7	1098771.863	2195	292.1	18.36
508809.7	1098771.863	2233	283.6	9.06
508909.7	1098771.863	2245	222.5	11.4
509009.7	1098771.863	2225	167.7	15.38
509109.7	1098771.863	2233	142.1	17.41
509209.7	1098771.863	2213	170.5	8.15
509309.7	1098771.863	2230	216	4.5
509409.7	1098771.863	2229	228.3	5.26
509509.7	1098771.863	2233	201.9	5.92
509609.7	1098771.863	2241	195.4	8.55
509709.7	1098771.863	2233	199.1	11.01
509809.7	1098771.863	2230	195.8	10.89
509909.7	1098771.863	2235	178.9	7.13
510009.7	1098771.863	2253	190.8	3.06
510109.7	1098771.863	2261	246.4	4.99
510209.7	1098771.863	2266	231.8	4.28
510309.7	1098771.863	2268	247	4.58
510409.7	1098771.863	2278	281.8	6.99
510509.7	1098771.863	2293	301.1	8.8
510609.7	1098771.863	2320	14.3	3.76
510709.7	1098771.863	2327	90	13.63
510809.7	1098771.863	2295	112	12.98
510909.7	1098771.863	2258	178.2	10.97
511009.7	1098771.863	2230	191	14.7
511109.7	1098771.863	2245	183.7	14.27
511209.7	1098771.863	2240	179.3	11.45
511309.7	1098771.863	2250	213.6	12.6
511409.7	1098771.863	2253	209.8	15.07
511509.7	1098771.863	2270	198.4	15.47
511609.7	1098771.863	2270	191.8	17.91
511709.7	1098771.863	2280	176.7	23.42
511809.7	1098771.863	2250	150.1	22.21
511909.7	1098771.863	2250	145.3	5.64
512009.7	1098771.863	2290	271.7	16.77
512109.7	1098771.863	2310	262.7	11.75
512209.7	1098771.863	2322	282.8	8.67
512309.7	1098771.863	2340	310.6	12.98
512409.7	1098771.863	2365	332.9	14.78
512509.7	1098771.863	2395	338.6	11.98
512609.7	1098771.863	2393	323.9	5.21
512709.7	1098771.863	2387	240.3	2.31
512809.7	1098771.863	2386	219.1	4.88
512909.7	1098771.863	2389	208	7.58
513009.7	1098771.863	2391	208.1	11.69
513109.7	1098771.863	2385	230.9	14.45
513209.7	1098771.863	2400	259	19.17
513309.7	1098771.863	2460	264.5	18.73
513409.7	1098771.863	2490	234.7	8.37
513509.7	1098771.863	2505	196.5	9.48
513609.7	1098771.863	2480	226.4	12.56
513709.7	1098771.863	2520	255.4	13.16
513809.7	1098771.863	2548	266.6	10.71
513909.7	1098771.863	2565	242	7.9
514009.7	1098771.863	2573	222.9	10.91
514109.7	1098771.863	2577	206.7	12.7
514209.7	1098771.863	2592	176.9	14.26
514309.7	1098771.863	2585	169.4	15.22
514409.7	1098771.863	2583	166.2	13.81
514509.7	1098771.863	2578	129.1	17.28
514609.7	1098771.863	2575	190.5	9.74
514709.7	1098771.863	2540	235.4	17.93
514809.7	1098771.863	2585	147	16.13
514909.7	1098771.863	2583	140.9	16.34
515009.7	1098771.863	2550	228.6	12.77
515109.7	1098771.863	2555	203.6	12.31
515209.7	1098771.863	2580	135.6	18.38
515309.7	1098771.863	2555	215.1	11.66
515409.7	1098771.863	2550	229.6	18.17
515509.7	1098771.863	2585	174.9	16.56
515609.7	1098771.863	2575	177.4	14.12
515709.7	1098771.863	2583	176.9	9.17
515809.7	1098771.863	2593	201.3	8.02
515909.7	1098771.863	2597	202	9.27
516009.7	1098771.863	2603	228.6	14.31
516109.7	1098771.863	2606	233.7	22.27
516209.7	1098771.863	2640	194.3	20.83
516309.7	1098771.863	2630	163.3	23.51
494509.7	1098671.863	1245	180	2.86
494609.7	1098671.863	1245	180	2.86
494709.7	1098671.863	1245	180	2.86
494809.7	1098671.863	1245	180	2.86
494909.7	1098671.863	1245	180	2.86
495009.7	1098671.863	1245	180	2.86
495109.7	1098671.863	1245	180	2.86
495209.7	1098671.863	1245	180	2.86
495309.7	1098671.863	1245	180	2.86
495409.7	1098671.863	1245	206.6	3.2
495509.7	1098671.863	1245	206	3.1
495609.7	1098671.863	1245	193.6	2.14
495709.7	1098671.863	1246	214.7	1.13
495809.7	1098671.863	1254	215.5	0.62
495909.7	1098671.863	1253	242.1	1.38
496009.7	1098671.863	1254	233.1	1.43
496109.7	1098671.863	1257	125.9	2.56
496209.7	1098671.863	1257	156.8	2.18
496309.7	1098671.863	1248	248.7	2.76
496409.7	1098671.863	1255	286.8	3.21
496509.7	1098671.863	1263	320.7	3.05
496609.7	1098671.863	1269	349.3	2.69
496709.7	1098671.863	1271	317.3	2.53
496809.7	1098671.863	1272	277	2.96
496909.7	1098671.863	1273	225	2.33
497009.7	1098671.863	1274	171.9	4.04
497109.7	1098671.863	1272	166.3	6.61
497209.7	1098671.863	1263	174.5	7.44
497309.7	1098671.863	1260	192.1	6.13
497409.7	1098671.863	1268	209.6	4.19
497509.7	1098671.863	1269	230.9	2.95
497609.7	1098671.863	1283	257.2	4.18
497709.7	1098671.863	1279	278.1	5.55
497809.7	1098671.863	1285	304.7	4.52
497909.7	1098671.863	1310	329	2.09
498009.7	1098671.863	1306	325.3	1.13
498109.7	1098671.863	1310	275.7	4.31
498209.7	1098671.863	1310	270.9	4.5
498309.7	1098671.863	1319	319.2	2.74
498409.7	1098671.863	1330	333.4	4.47
498509.7	1098671.863	1340	338.2	3.85
498609.7	1098671.863	1334	354	2.73
498709.7	1098671.863	1337	313.5	3.84
498809.7	1098671.863	1339	307.6	4.69
498909.7	1098671.863	1347	344.2	2.9
499009.7	1098671.863	1350	360	1.43
499109.7	1098671.863	1348	221.2	1.52
499209.7	1098671.863	1344	190.6	2.33
499309.7	1098671.863	1348	250.3	2.13
499409.7	1098671.863	1349	274.3	6.65
499509.7	1098671.863	1358	251	4.39
499609.7	1098671.863	1371	178.8	3.36
499709.7	1098671.863	1360	197.1	1.95
499809.7	1098671.863	1377	333.4	0.96
499909.7	1098671.863	1382	298.3	3.17
500009.7	1098671.863	1383	270.9	4.5
500109.7	1098671.863	1380	262.5	3.82
500209.7	1098671.863	1389	277	5.25
500309.7	1098671.863	1401	273.6	5.65
500409.7	1098671.863	1411	236.7	5.47
500509.7	1098671.863	1406	203.8	5.31
500609.7	1098671.863	1410	241.2	5.78
500709.7	1098671.863	1420	264.1	9.7
500809.7	1098671.863	1442	250.8	6.5
500909.7	1098671.863	1453	205	4.73
501009.7	1098671.863	1454	201.1	6.73
501109.7	1098671.863	1456	215.2	10.57
501209.7	1098671.863	1456	208.6	13.07
501309.7	1098671.863	1470	191.3	13.27
501409.7	1098671.863	1465	183.5	10.57
501509.7	1098671.863	1485	188.9	5.99
501609.7	1098671.863	1488	247.4	6.87
501709.7	1098671.863	1497	237.9	7.23
501809.7	1098671.863	1510	193	5.71
501909.7	1098671.863	1499	242.8	5.62
502009.7	1098671.863	1533	264.1	8.29
502109.7	1098671.863	1546	256.8	7.82
502209.7	1098671.863	1565	243.1	5.84
502309.7	1098671.863	1573	238.8	7.16
502409.7	1098671.863	1575	243.2	8.99
502509.7	1098671.863	1588	241.7	7.36
502609.7	1098671.863	1596	225.9	6.16
502709.7	1098671.863	1602	159.1	10.53
502809.7	1098671.863	1590	152.2	16.98
502909.7	1098671.863	1565	179.5	14.71
503009.7	1098671.863	1577	181.3	9.72
503109.7	1098671.863	1580	259.2	10.17
503209.7	1098671.863	1590	266.6	19.77
503309.7	1098671.863	1640	240.1	14.08
503409.7	1098671.863	1623	221.7	12.09
503509.7	1098671.863	1660	202.2	11.6
503609.7	1098671.863	1653	198.4	12.7
503709.7	1098671.863	1653	203.2	11.31
503809.7	1098671.863	1683	204.7	9.84
503909.7	1098671.863	1690	231.3	9.09
504009.7	1098671.863	1710	264.7	7.72
504109.7	1098671.863	1730	299.8	6.17
504209.7	1098671.863	1758	306	8.95
504309.7	1098671.863	1772	296.6	9.21
504409.7	1098671.863	1780	284.7	7.58
504509.7	1098671.863	1772	276.6	9.85
504609.7	1098671.863	1790	260.7	9.63
504709.7	1098671.863	1800	236.1	11.41
504809.7	1098671.863	1813	212.5	13.34
504909.7	1098671.863	1824	183.9	12.44
505009.7	1098671.863	1830	213.5	9.53
505109.7	1098671.863	1852	262.7	8.39
505209.7	1098671.863	1865	290.3	9.83
505309.7	1098671.863	1870	288.9	10.26
505409.7	1098671.863	1897	296.6	6.06
505509.7	1098671.863	1917	295.1	6.22
505609.7	1098671.863	1921	269.2	10.07
505709.7	1098671.863	1930	240.5	12.31
505809.7	1098671.863	1945	199.4	11.09
505909.7	1098671.863	1945	150	14.57
506009.7	1098671.863	1950	198.4	16.51
506109.7	1098671.863	1915	225.5	22.3
506209.7	1098671.863	1960	189.5	12.85
506309.7	1098671.863	1980	165.5	9.89
506409.7	1098671.863	1985	178.5	8.04
506509.7	1098671.863	1980	211.9	8.87
506609.7	1098671.863	1987	226.2	14.19
506709.7	1098671.863	1995	216.8	13.94
506809.7	1098671.863	2003	225	12.65
506909.7	1098671.863	2040	224.2	13.9
507009.7	1098671.863	2040	197.3	15.3
507109.7	1098671.863	2050	168	20.78
507209.7	1098671.863	2040	174.4	24.03
507309.7	1098671.863	2005	196.5	24.83
507409.7	1098671.863	2035	189.8	25.44
507509.7	1098671.863	2030	182.4	25.19
507609.7	1098671.863	2025	171.9	17.32
507709.7	1098671.863	2060	227.5	4.55
507809.7	1098671.863	2105	297.3	12.15
507909.7	1098671.863	2133	315.6	9.83
508009.7	1098671.863	2148	316.8	9.54
508109.7	1098671.863	2150	326.3	10.22
508209.7	1098671.863	2155	9.7	8.87
508309.7	1098671.863	2165	324.5	4.92
508409.7	1098671.863	2158	283.2	8.4
508509.7	1098671.863	2175	298.4	10.86
508609.7	1098671.863	2184	284	16.98
508709.7	1098671.863	2195	256.8	13.22
508809.7	1098671.863	2210	181.5	11.04
508909.7	1098671.863	2205	177.2	17.24
509009.7	1098671.863	2195	173.5	17.79
509109.7	1098671.863	2190	167	9.47
509209.7	1098671.863	2210	226.6	3.64
509309.7	1098671.863	2223	217.7	3.98
509409.7	1098671.863	2215	236.9	5.37
509509.7	1098671.863	2230	168.7	3.28
509609.7	1098671.863	2243	174.7	6.16
509709.7	1098671.863	2215	224.2	7.35
509809.7	1098671.863	2240	254.9	5.47
509909.7	1098671.863	2265	274.6	2.66
510009.7	1098671.863	2265	261.9	1.52
510109.7	1098671.863	2258	239.8	3.56
510209.7	1098671.863	2259	234.5	4.3
510309.7	1098671.863	2265	256.6	6.16
510409.7	1098671.863	2274	275.7	10.74
510509.7	1098671.863	2287	290.3	9.61
510609.7	1098671.863	2320	75.8	5.52
510709.7	1098671.863	2320	98.6	16.75
510809.7	1098671.863	2290	106.1	16.32
510909.7	1098671.863	2260	142.6	10.61
511009.7	1098671.863	2238	183.8	12.84
511109.7	1098671.863	2205	190.7	13.59
511209.7	1098671.863	2225	191.2	12.36
511309.7	1098671.863	2223	206.3	13.03
511409.7	1098671.863	2233	189.5	15.31
511509.7	1098671.863	2243	181.8	22.06
511609.7	1098671.863	2210	182.3	25.37
511709.7	1098671.863	2208	180.8	20.56
511809.7	1098671.863	2240	204.4	9.43
511909.7	1098671.863	2277	289	8.72
512009.7	1098671.863	2280	290.9	13.61
512109.7	1098671.863	2303	283.1	12.1
512209.7	1098671.863	2325	283.5	12.05
512309.7	1098671.863	2355	280.7	12.9
512409.7	1098671.863	2367	277.2	7.39
512509.7	1098671.863	2385	158.2	1.54
512609.7	1098671.863	2385	158.6	4.3
512709.7	1098671.863	2378	179.2	5.36
512809.7	1098671.863	2374	194.8	6.42
512909.7	1098671.863	2373	187.8	7.33
513009.7	1098671.863	2377	212.6	8.44
513109.7	1098671.863	2380	260.9	17.56
513209.7	1098671.863	2405	272.7	21.51
513309.7	1098671.863	2455	257	14.04
513409.7	1098671.863	2475	197.7	9.82
513509.7	1098671.863	2475	208.7	8.59
513609.7	1098671.863	2495	260.7	13.46
513709.7	1098671.863	2513	260.1	13.83
513809.7	1098671.863	2535	234.7	10.67
513909.7	1098671.863	2550	209.2	8.87
514009.7	1098671.863	2560	214.3	9.7
514109.7	1098671.863	2569	196.1	9.96
514209.7	1098671.863	2577	168.4	11.26
514309.7	1098671.863	2572	168	11.56
514409.7	1098671.863	2568	169.1	11.58
514509.7	1098671.863	2562	132.6	16.37
514609.7	1098671.863	2560	190	11.34
514709.7	1098671.863	2515	226	17.47
514809.7	1098671.863	2563	140.8	16.62
514909.7	1098671.863	2555	149	15.09
515009.7	1098671.863	2525	213.6	17.33
515109.7	1098671.863	2525	182.5	15.79
515209.7	1098671.863	2555	147.1	16.42
515309.7	1098671.863	2530	211.4	14.77
515409.7	1098671.863	2535	206.6	17.09
515509.7	1098671.863	2550	178.5	15.91
515609.7	1098671.863	2550	198.4	13.34
515709.7	1098671.863	2560	201.6	9.62
515809.7	1098671.863	2575	210.8	6.97
515909.7	1098671.863	2585	213.5	5.56
516009.7	1098671.863	2597	240.9	10.93
516109.7	1098671.863	2600	207.8	15.41
516209.7	1098671.863	2620	170.7	26.58
516309.7	1098671.863	2575	169.7	32.08
494509.7	1098571.863	1245	0	0
494609.7	1098571.863	1245	0	0
494709.7	1098571.863	1245	0	0
494809.7	1098571.863	1245	0	0
494909.7	1098571.863	1245	0	0
495009.7	1098571.863	1245	0	0
495109.7	1098571.863	1245	0	0
495209.7	1098571.863	1245	0	0
495309.7	1098571.863	1245	0	0
495409.7	1098571.863	1245	225	1.01
495509.7	1098571.863	1245	203.2	2.18
495609.7	1098571.863	1245	207.9	2.75
495709.7	1098571.863	1246	206.6	2.56
495809.7	1098571.863	1246	193.6	2.14
495909.7	1098571.863	1247	219.6	2.14
496009.7	1098571.863	1251	211.8	1.77
496109.7	1098571.863	1254	121.9	3.12
496209.7	1098571.863	1254	152.5	2.02
496309.7	1098571.863	1244	251.6	4.3
496409.7	1098571.863	1249	260.2	4.21
496509.7	1098571.863	1261	252.6	2.4
496609.7	1098571.863	1265	217.9	0.82
496709.7	1098571.863	1268	200.6	1.22
496809.7	1098571.863	1267	195.9	3.13
496909.7	1098571.863	1264	177.5	4.93
497009.7	1098571.863	1263	157.9	7
497109.7	1098571.863	1258	161.9	7.12
497209.7	1098571.863	1250	207	4.25
497309.7	1098571.863	1258	267.8	3.72
497409.7	1098571.863	1276	292.9	4.04
497509.7	1098571.863	1283	304.7	3.39
497609.7	1098571.863	1291	264.8	2.37
497709.7	1098571.863	1291	240.7	6.7
497809.7	1098571.863	1292	233.7	6.02
497909.7	1098571.863	1293	247.8	2.09
498009.7	1098571.863	1311	319.6	2.54
498109.7	1098571.863	1320	306.9	4.29
498209.7	1098571.863	1324	298.1	5.91
498309.7	1098571.863	1334	313.1	5.96
498409.7	1098571.863	1343	337.4	5.03
498509.7	1098571.863	1350	357.8	3.72
498609.7	1098571.863	1350	352.9	3.46
498709.7	1098571.863	1350	324.5	3.69
498809.7	1098571.863	1350	290.4	2.67
498909.7	1098571.863	1350	167.5	1.32
499009.7	1098571.863	1347	154.3	2.15
499109.7	1098571.863	1341	237.5	0.93
499209.7	1098571.863	1348	315	1.52
499309.7	1098571.863	1355	283.2	2.5
499409.7	1098571.863	1353	253.4	5.51
499509.7	1098571.863	1356	218.7	3.66
499609.7	1098571.863	1359	245.2	2.05
499709.7	1098571.863	1370	305.3	4.21
499809.7	1098571.863	1380	349.3	2.69
499909.7	1098571.863	1381	302.2	2.28
500009.7	1098571.863	1370	291.6	4.84
500109.7	1098571.863	1394	301.6	4.36
500209.7	1098571.863	1402	275.4	4.59
500309.7	1098571.863	1396	212	4.05
500409.7	1098571.863	1402	196.5	6.54
500509.7	1098571.863	1389	229.4	6.57
500609.7	1098571.863	1413	260	7.38
500709.7	1098571.863	1427	255.7	8.65
500809.7	1098571.863	1436	218.2	6
500909.7	1098571.863	1443	190.2	6.02
501009.7	1098571.863	1442	185.5	6.66
501109.7	1098571.863	1447	206.2	9.02
501209.7	1098571.863	1440	205.5	10.21
501309.7	1098571.863	1455	199.5	9.56
501409.7	1098571.863	1460	213.3	8.42
501509.7	1098571.863	1466	225.9	6.16
501609.7	1098571.863	1480	245.3	7.83
501709.7	1098571.863	1494	222.8	5.26
501809.7	1098571.863	1506	235.8	4.32
501909.7	1098571.863	1515	271.5	8.32
502009.7	1098571.863	1520	281.1	8.12
502109.7	1098571.863	1533	286.8	8.1
502209.7	1098571.863	1547	299.8	5.02
502309.7	1098571.863	1563	289.8	5.69
502409.7	1098571.863	1566	272.4	6.85
502509.7	1098571.863	1583	229.1	5.67
502609.7	1098571.863	1584	173.2	10.83
502709.7	1098571.863	1580	151.5	17.3
502809.7	1098571.863	1550	162.1	10.35
502909.7	1098571.863	1555	248.4	4.08
503009.7	1098571.863	1583	280.9	3.79
503109.7	1098571.863	1583	266.9	12.84
503209.7	1098571.863	1595	247.1	14.24
503309.7	1098571.863	1605	245.3	14.28
503409.7	1098571.863	1630	274.3	12.24
503509.7	1098571.863	1700	1.7	2.36
503609.7	1098571.863	1713	251.6	3.84
503709.7	1098571.863	1690	257.5	6.57
503809.7	1098571.863	1700	261.9	4.55
503909.7	1098571.863	1705	251.3	8.41
504009.7	1098571.863	1703	247.9	11.07
504109.7	1098571.863	1708	257.1	8.89
504209.7	1098571.863	1730	260.7	7.08
504309.7	1098571.863	1740	229.8	6.08
504409.7	1098571.863	1750	211.1	9.21
504509.7	1098571.863	1760	209.5	14.11
504609.7	1098571.863	1758	210.9	15.78
504709.7	1098571.863	1765	214	14.05
504809.7	1098571.863	1800	199.7	12.14
504909.7	1098571.863	1804	212.7	10.36
505009.7	1098571.863	1807	241.6	10.15
505109.7	1098571.863	1840	233.4	11.61
505209.7	1098571.863	1838	227.9	13.73
505309.7	1098571.863	1870	236.7	12.81
505409.7	1098571.863	1880	234.7	7.76
505509.7	1098571.863	1913	204.4	6.89
505609.7	1098571.863	1905	215.6	11.64
505709.7	1098571.863	1903	204.6	13.16
505809.7	1098571.863	1923	185.3	15.04
505909.7	1098571.863	1915	154.9	15.95
506009.7	1098571.863	1918	199.4	12.7
506109.7	1098571.863	1910	235.4	20.41
506209.7	1098571.863	1943	199.4	13.13
506309.7	1098571.863	1963	175.5	11.83
506409.7	1098571.863	1950	190.7	9.96
506509.7	1098571.863	1960	207.9	9.55
506609.7	1098571.863	1972	224	11.69
506709.7	1098571.863	1975	230.5	12.52
506809.7	1098571.863	2015	216.9	12.78
506909.7	1098571.863	2000	195.8	16.15
507009.7	1098571.863	2015	176.4	21.59
507109.7	1098571.863	2000	160.4	27.24
507209.7	1098571.863	1980	179.2	25.12
507309.7	1098571.863	1965	204.3	23.03
507409.7	1098571.863	2000	197	17.76
507509.7	1098571.863	2025	226.4	12.46
507609.7	1098571.863	2065	289.3	11.96
507709.7	1098571.863	2103	315	16.07
507809.7	1098571.863	2110	315.7	15.14
507909.7	1098571.863	2120	325.7	9.7
508009.7	1098571.863	2130	316	5.55
508109.7	1098571.863	2133	225	4.25
508209.7	1098571.863	2130	168.4	5.68
508309.7	1098571.863	2110	268.7	3.22
508409.7	1098571.863	2130	290.7	10.01
508509.7	1098571.863	2150	279.9	9.93
508609.7	1098571.863	2168	249.2	10.75
508709.7	1098571.863	2188	196.3	13.05
508809.7	1098571.863	2185	170.9	16.77
508909.7	1098571.863	2170	176.3	13.25
509009.7	1098571.863	2185	201.5	8.33
509109.7	1098571.863	2200	231.1	6.69
509209.7	1098571.863	2210	188.1	5.55
509309.7	1098571.863	2210	188.7	7.99
509409.7	1098571.863	2195	219.7	9.77
509509.7	1098571.863	2210	163	7.3
509609.7	1098571.863	2215	182.6	4.79
509709.7	1098571.863	2210	272.7	10.42
509809.7	1098571.863	2235	296.8	7.42
509909.7	1098571.863	2255	45	0.3
510009.7	1098571.863	2255	187.4	3.32
510109.7	1098571.863	2240	227.8	4.15
510209.7	1098571.863	2260	260.7	4.85
510309.7	1098571.863	2262	275.6	7.3
510409.7	1098571.863	2285	268.5	10.9
510509.7	1098571.863	2295	248.6	8.78
510609.7	1098571.863	2305	122.3	10.47
510709.7	1098571.863	2310	109.8	18.78
510809.7	1098571.863	2265	108.9	16.14
510909.7	1098571.863	2243	118.1	13
511009.7	1098571.863	2215	170	9.44
511109.7	1098571.863	2203	195.9	11.1
511209.7	1098571.863	2208	190.6	11.85
511309.7	1098571.863	2205	189	15.63
511409.7	1098571.863	2210	176.6	18.68
511509.7	1098571.863	2180	179.2	15.84
511609.7	1098571.863	2223	204.2	10.71
511709.7	1098571.863	2237	243.4	9.21
511809.7	1098571.863	2245	257.8	10.72
511909.7	1098571.863	2245	252.8	12.18
512009.7	1098571.863	2273	259.6	12.82
512109.7	1098571.863	2298	274.3	13.12
512209.7	1098571.863	2330	278.6	11.3
512309.7	1098571.863	2350	249.5	8.73
512409.7	1098571.863	2361	201.1	10.4
512509.7	1098571.863	2350	174	11.58
512609.7	1098571.863	2350	175	8.91
512709.7	1098571.863	2355	181.9	6.49
512809.7	1098571.863	2368	183.7	6.57
512909.7	1098571.863	2366	185.2	7.08
513009.7	1098571.863	2363	226.3	8.55
513109.7	1098571.863	2365	256.4	20.97
513209.7	1098571.863	2385	252.6	21.45
513309.7	1098571.863	2438	218	12.26
513409.7	1098571.863	2455	205.4	9.58
513509.7	1098571.863	2460	248.3	10.37
513609.7	1098571.863	2483	254.5	13.7
513709.7	1098571.863	2505	237.5	12.46
513809.7	1098571.863	2523	222.8	10.52
513909.7	1098571.863	2535	215	8.68
514009.7	1098571.863	2549	208.7	8.59
514109.7	1098571.863	2555	185.3	9.27
514209.7	1098571.863	2554	167.1	9.82
514309.7	1098571.863	2553	165	9.62
514409.7	1098571.863	2550	165.8	9.8
514509.7	1098571.863	2545	129.3	16.81
514609.7	1098571.863	2540	181.8	13.37
514709.7	1098571.863	2490	217.4	18.53
514809.7	1098571.863	2530	146.9	16.69
514909.7	1098571.863	2530	148.3	15.05
515009.7	1098571.863	2510	210.1	15.35
515109.7	1098571.863	2505	187.7	13.14
515209.7	1098571.863	2530	151.3	12.46
515309.7	1098571.863	2520	206.6	12.6
515409.7	1098571.863	2515	204	13.83
515509.7	1098571.863	2530	195.7	11.24
515609.7	1098571.863	2540	216.9	10.72
515709.7	1098571.863	2555	219.1	9.78
515809.7	1098571.863	2563	225	8.15
515909.7	1098571.863	2578	219.9	5.68
516009.7	1098571.863	2590	208.7	9.31
516109.7	1098571.863	2590	163.6	17.43
516209.7	1098571.863	2570	150.4	26.51
516309.7	1098571.863	2545	160.1	27.92
494509.7	1098471.863	1245	0	0
494609.7	1098471.863	1245	0	0
494709.7	1098471.863	1245	0	0
494809.7	1098471.863	1245	0	0
494909.7	1098471.863	1245	0	0
495009.7	1098471.863	1245	0	0
495109.7	1098471.863	1245	0	0
495209.7	1098471.863	1245	0	0
495309.7	1098471.863	1245	0	0
495409.7	1098471.863	1245	0	0
495509.7	1098471.863	1245	251.6	0.23
495609.7	1098471.863	1245	225	1.11
495709.7	1098471.863	1245	198.4	2.04
495809.7	1098471.863	1245	198.4	2.49
495909.7	1098471.863	1245	216.6	2.76
496009.7	1098471.863	1246	206.6	2.24
496109.7	1098471.863	1250	123.3	3
496209.7	1098471.863	1251	143.5	2.05
496309.7	1098471.863	1244	241.1	4.73
496409.7	1098471.863	1246	238.8	5.1
496509.7	1098471.863	1253	226.7	3.34
496609.7	1098471.863	1261	192.7	2.27
496709.7	1098471.863	1265	159.4	3.67
496809.7	1098471.863	1261	167.2	5.49
496909.7	1098471.863	1253	171	6.36
497009.7	1098471.863	1250	161.6	4.52
497109.7	1098471.863	1252	276.3	0.65
497209.7	1098471.863	1267	300.7	5.73
497309.7	1098471.863	1273	305	5.84
497409.7	1098471.863	1279	305.8	4.4
497509.7	1098471.863	1281	301	2.09
497609.7	1098471.863	1284	305.5	0.62
497709.7	1098471.863	1280	248.4	3.31
497809.7	1098471.863	1287	240.8	6.29
497909.7	1098471.863	1288	258.4	6.05
498009.7	1098471.863	1305	300	4.29
498109.7	1098471.863	1317	315.9	6.16
498209.7	1098471.863	1327	314.2	7.25
498309.7	1098471.863	1340	310.9	5.67
498409.7	1098471.863	1342	328.2	3.53
498509.7	1098471.863	1347	360	3.72
498609.7	1098471.863	1350	354.6	3.81
498709.7	1098471.863	1350	346.3	2.73
498809.7	1098471.863	1350	360	0.72
498909.7	1098471.863	1349	121.6	2.19
499009.7	1098471.863	1345	183.8	1.08
499109.7	1098471.863	1340	289.1	3.71
499209.7	1098471.863	1350	328.3	3.95
499309.7	1098471.863	1361	339.1	4.21
499409.7	1098471.863	1364	313.4	3.54
499509.7	1098471.863	1370	289.7	2.13
499609.7	1098471.863	1366	274.4	3.73
499709.7	1098471.863	1368	245.6	3.46
499809.7	1098471.863	1370	185.5	2.23
499909.7	1098471.863	1368	284	4.13
500009.7	1098471.863	1387	303	6.8
500109.7	1098471.863	1400	331.4	1.79
500209.7	1098471.863	1397	212.9	2.9
500309.7	1098471.863	1387	171.6	4.41
500409.7	1098471.863	1397	207	4.57
500509.7	1098471.863	1387	257.8	9.08
500609.7	1098471.863	1405	261.6	7.27
500709.7	1098471.863	1422	222.2	6.16
500809.7	1098471.863	1428	194.6	8.16
500909.7	1098471.863	1415	190.7	8.04
501009.7	1098471.863	1433	194.2	6.11
501109.7	1098471.863	1425	243.8	5.65
501209.7	1098471.863	1456	273.3	5.01
501309.7	1098471.863	1466	292.3	4.71
501409.7	1098471.863	1477	291.2	6.5
501509.7	1098471.863	1490	288.4	5.42
501609.7	1098471.863	1499	266.2	5.37
501709.7	1098471.863	1494	228.2	3.65
501809.7	1098471.863	1500	223	5.86
501909.7	1098471.863	1488	240.6	10.81
502009.7	1098471.863	1505	245.8	10.18
502109.7	1098471.863	1538	237	8.23
502209.7	1098471.863	1550	214.3	7.08
502309.7	1098471.863	1548	230.2	7.78
502409.7	1098471.863	1558	218.2	6.8
502509.7	1098471.863	1577	172	9.67
