X	Y	Z	ASPECT	SLOPE
498609.7	1102671.863	1355	270	5.71
498709.7	1102671.863	1365	270	2.86
498809.7	1102671.863	1375	0	0
498909.7	1102671.863	1375	0	0
499009.7	1102671.863	1375	0	0
499109.7	1102671.863	1375	270	2.86
499209.7	1102671.863	1375	270	2.86
499309.7	1102671.863	1385	270	2.86
499409.7	1102671.863	1385	270	2.86
499509.7	1102671.863	1395	0	0
499609.7	1102671.863	1395	0	0
499709.7	1102671.863	1395	0	0
499809.7	1102671.863	1395	270	2.86
499909.7	1102671.863	1395	270	5.71
500009.7	1102671.863	1405	270	8.53
500109.7	1102671.863	1415	270	8.53
500209.7	1102671.863	1435	270	5.71
500309.7	1102671.863	1445	270	2.86
500409.7	1102671.863	1455	0	0
500509.7	1102671.863	1455	0	0
500609.7	1102671.863	1455	270	2.86
500709.7	1102671.863	1455	270	2.86
500809.7	1102671.863	1465	270	2.86
500909.7	1102671.863	1465	270	11.31
501009.7	1102671.863	1475	270	11.31
501109.7	1102671.863	1505	270	5.71
501209.7	1102671.863	1515	270	2.86
501309.7	1102671.863	1525	0	0
501409.7	1102671.863	1525	270	2.86
501509.7	1102671.863	1525	270	8.53
501609.7	1102671.863	1535	270	8.53
501709.7	1102671.863	1555	270	2.86
501809.7	1102671.863	1565	270	2.86
501909.7	1102671.863	1565	270	2.86
502009.7	1102671.863	1575	90	2.86
502109.7	1102671.863	1575	0	0
502209.7	1102671.863	1565	270	8.53
502309.7	1102671.863	1575	270	14.04
502409.7	1102671.863	1595	270	14.04
502509.7	1102671.863	1625	270	8.53
502609.7	1102671.863	1645	270	5.71
502709.7	1102671.863	1655	270	5.71
502809.7	1102671.863	1665	270	2.86
502909.7	1102671.863	1675	270	2.86
503009.7	1102671.863	1675	270	2.86
503109.7	1102671.863	1685	270	2.86
503209.7	1102671.863	1685	246.8	37.29
503309.7	1102671.863	1695	235.3	53.06
503409.7	1102671.863	1705	222	40.65
503509.7	1102671.863	1820	209.6	14.89
503609.7	1102671.863	1925	180	5.71
503709.7	1102671.863	1925	180	5.71
503809.7	1102671.863	1925	180	5.71
503909.7	1102671.863	1925	180	5.71
504009.7	1102671.863	1925	180	5.71
504109.7	1102671.863	1925	180	5.71
504209.7	1102671.863	1925	180	5.71
504309.7	1102671.863	1925	180	5.71
504409.7	1102671.863	1925	180	5.71
504509.7	1102671.863	1925	180	5.71
504609.7	1102671.863	1925	180	5.71
504709.7	1102671.863	1925	180	5.71
504809.7	1102671.863	1925	180	5.71
504909.7	1102671.863	1925	180	5.71
505009.7	1102671.863	1925	180	5.71
505109.7	1102671.863	1925	180	5.71
505209.7	1102671.863	1925	180	5.71
505309.7	1102671.863	1925	188.8	6.5
505409.7	1102671.863	1925	234.9	11.07
505509.7	1102671.863	1925	259.3	22.02
505609.7	1102671.863	1965	262.1	24.13
505709.7	1102671.863	2015	252.6	16.35
505809.7	1102671.863	2046	233.6	11.32
505909.7	1102671.863	2063	228	13.25
506009.7	1102671.863	2073	223	14.1
506109.7	1102671.863	2085	194.5	11.03
506209.7	1102671.863	2100	189.1	11.59
506309.7	1102671.863	2094	230.2	18.45
506409.7	1102671.863	2100	230.6	18.01
506509.7	1102671.863	2145	189.4	12.5
506609.7	1102671.863	2155	170	13.01
506709.7	1102671.863	2140	178.3	9.51
506809.7	1102671.863	2153	252.2	20.58
506909.7	1102671.863	2170	247.6	23.13
507009.7	1102671.863	2225	187.4	8.25
507109.7	1102671.863	2220	275.4	11.29
507209.7	1102671.863	2270	270	27.7
507309.7	1102671.863	2315	239.9	22.37
507409.7	1102671.863	2310	174.4	16.44
507509.7	1102671.863	2330	156.3	15.99
507609.7	1102671.863	2305	154.5	13.4
507709.7	1102671.863	2320	142.3	14.11
507809.7	1102671.863	2303	137.4	14.1
507909.7	1102671.863	2285	145.3	10.09
508009.7	1102671.863	2279	219.3	10.17
508109.7	1102671.863	2280	224.1	12.27
508209.7	1102671.863	2290	206.4	10.05
508309.7	1102671.863	2305	209	10.52
508409.7	1102671.863	2313	207.3	9.27
508509.7	1102671.863	2320	230.2	4.47
508609.7	1102671.863	2343	273.4	15.2
508709.7	1102671.863	2370	258.7	16
508809.7	1102671.863	2390	229.4	12.98
508909.7	1102671.863	2390	225	13.04
509009.7	1102671.863	2420	215.8	10.65
509109.7	1102671.863	2430	230	14.9
509209.7	1102671.863	2440	228.3	17.22
509309.7	1102671.863	2464	219.9	16.7
509409.7	1102671.863	2477	225	18.29
509509.7	1102671.863	2498	218.7	17.94
509609.7	1102671.863	2530	205.6	17.68
509709.7	1102671.863	2520	217	20.91
509809.7	1102671.863	2550	227.4	24.62
509909.7	1102671.863	2566	223.9	20.1
510009.7	1102671.863	2610	203.3	11.09
510109.7	1102671.863	2643	201.7	7.89
510209.7	1102671.863	2650	230.5	9.48
510309.7	1102671.863	2663	245.5	23.19
510409.7	1102671.863	2677	238	30.83
510509.7	1102671.863	2700	225	20.37
510609.7	1102671.863	2750	71.6	2.26
510709.7	1102671.863	2810	356.9	15.4
510809.7	1102671.863	2820	329.9	24.14
510909.7	1102671.863	2860	15.8	20.64
511009.7	1102671.863	2870	46.8	24.36
511109.7	1102671.863	2810	1.9	18.34
511209.7	1102671.863	2797	334.9	21.54
511309.7	1102671.863	2830	3.5	18.29
511409.7	1102671.863	2820	19.1	18.98
511509.7	1102671.863	2815	344.7	18.15
511609.7	1102671.863	2810	4.3	16.61
511709.7	1102671.863	2818	355	12.86
511809.7	1102671.863	2812	279.8	24.43
511909.7	1102671.863	2800	275.7	26.68
512009.7	1102671.863	2870	291.5	23.91
512109.7	1102671.863	2920	360	16.04
512209.7	1102671.863	2970	39.4	20.01
512309.7	1102671.863	2950	322.4	11.59
512409.7	1102671.863	2905	324.1	11.93
512509.7	1102671.863	2940	8.1	8.55
512609.7	1102671.863	2953	253.7	6.1
512709.7	1102671.863	2934	228.4	13.35
512809.7	1102671.863	2925	220	13.57
512909.7	1102671.863	2923	200.5	11.1
513009.7	1102671.863	2950	190	9.79
513109.7	1102671.863	2940	236.4	11.12
513209.7	1102671.863	2976	252.5	13.56
513309.7	1102671.863	3014	251.4	12.35
513409.7	1102671.863	3014	269.5	7.62
513509.7	1102671.863	3040	343.1	10.22
513609.7	1102671.863	3055	329.7	24.73
513709.7	1102671.863	3090	341.6	26.48
513809.7	1102671.863	3136	8.3	21.76
513909.7	1102671.863	3110	6.2	19.01
514009.7	1102671.863	3120	7.3	18.53
514109.7	1102671.863	3108	14.3	16.93
514209.7	1102671.863	3110	345.9	11.3
514309.7	1102671.863	3080	290.1	15.05
514409.7	1102671.863	3095	274.5	22.48
514509.7	1102671.863	3125	268.8	35.38
514609.7	1102671.863	3170	268.4	33.78
514709.7	1102671.863	3250	267.6	27.1
514809.7	1102671.863	3320	266.2	18.56
514909.7	1102671.863	3343	325.5	6.66
515009.7	1102671.863	3366	0.6	14.44
515109.7	1102671.863	3382	348.6	15.87
515209.7	1102671.863	3386	325.9	10.1
515309.7	1102671.863	3389	354.3	1.44
515409.7	1102671.863	3393	116.6	4.16
515509.7	1102671.863	3383	129.9	6.78
515609.7	1102671.863	3370	138.5	8.16
515709.7	1102671.863	3358	147.7	9.57
515809.7	1102671.863	3348	154.8	10.64
515909.7	1102671.863	3330	139.9	15.19
516009.7	1102671.863	3330	142.4	21.68
516109.7	1102671.863	3284	159.7	24.57
516209.7	1102671.863	3240	165.8	26.94
516309.7	1102671.863	3230	164.9	28.69
494509.7	1102571.863	1235	0	0
494609.7	1102571.863	1235	0	0
494709.7	1102571.863	1235	0	0
494809.7	1102571.863	1235	0	0
494909.7	1102571.863	1235	0	0
495009.7	1102571.863	1235	0	0
495109.7	1102571.863	1235	0	0
495209.7	1102571.863	1235	0	0
495309.7	1102571.863	1235	0	0
495409.7	1102571.863	1235	0	0
495509.7	1102571.863	1235	0	0
495609.7	1102571.863	1235	0	0
495709.7	1102571.863	1235	0	0
495809.7	1102571.863	1235	0	0
495909.7	1102571.863	1235	0	0
496009.7	1102571.863	1235	0	0
496109.7	1102571.863	1235	0	0
496209.7	1102571.863	1235	0	0
496309.7	1102571.863	1235	0	0
496409.7	1102571.863	1235	270	5.71
496509.7	1102571.863	1235	270	8.53
496609.7	1102571.863	1255	270	5.71
496709.7	1102571.863	1265	270	5.71
496809.7	1102571.863	1275	270	2.86
496909.7	1102571.863	1285	0	0
497009.7	1102571.863	1285	90	2.86
497109.7	1102571.863	1285	0	0
497209.7	1102571.863	1275	270	8.53
497309.7	1102571.863	1285	270	8.53
497409.7	1102571.863	1305	270	2.86
497509.7	1102571.863	1315	270	2.86
497609.7	1102571.863	1315	270	5.71
497709.7	1102571.863	1325	270	2.86
497809.7	1102571.863	1335	270	2.86
497909.7	1102571.863	1335	270	2.86
498009.7	1102571.863	1345	0	0
498109.7	1102571.863	1345	270	2.86
498209.7	1102571.863	1345	270	2.86
498309.7	1102571.863	1355	0	0
498409.7	1102571.863	1355	0	0
498509.7	1102571.863	1355	270	2.86
498609.7	1102571.863	1355	270	5.71
498709.7	1102571.863	1365	270	2.86
498809.7	1102571.863	1375	0	0
498909.7	1102571.863	1375	0	0
499009.7	1102571.863	1375	0	0
499109.7	1102571.863	1375	270	2.86
499209.7	1102571.863	1375	270	2.86
499309.7	1102571.863	1385	270	2.86
499409.7	1102571.863	1385	270	2.86
499509.7	1102571.863	1395	0	0
499609.7	1102571.863	1395	0	0
499709.7	1102571.863	1395	0	0
499809.7	1102571.863	1395	270	2.86
499909.7	1102571.863	1395	270	5.71
500009.7	1102571.863	1405	270	8.53
500109.7	1102571.863	1415	270	8.53
500209.7	1102571.863	1435	270	5.71
500309.7	1102571.863	1445	270	2.86
500409.7	1102571.863	1455	0	0
500509.7	1102571.863	1455	0	0
500609.7	1102571.863	1455	270	2.86
500709.7	1102571.863	1455	270	2.86
500809.7	1102571.863	1465	270	2.86
500909.7	1102571.863	1465	270	11.31
501009.7	1102571.863	1475	270	11.31
501109.7	1102571.863	1505	270	5.71
501209.7	1102571.863	1515	270	2.86
501309.7	1102571.863	1525	0	0
501409.7	1102571.863	1525	270	2.86
501509.7	1102571.863	1525	270	8.53
501609.7	1102571.863	1535	270	8.53
501709.7	1102571.863	1555	270	2.86
501809.7	1102571.863	1565	270	2.86
501909.7	1102571.863	1565	270	2.86
502009.7	1102571.863	1575	90	2.86
502109.7	1102571.863	1575	0	0
502209.7	1102571.863	1565	270	8.53
502309.7	1102571.863	1575	270	14.04
502409.7	1102571.863	1595	270	14.04
502509.7	1102571.863	1625	270	8.53
502609.7	1102571.863	1645	270	5.71
502709.7	1102571.863	1655	270	5.71
502809.7	1102571.863	1665	270	2.86
502909.7	1102571.863	1675	270	2.86
503009.7	1102571.863	1675	270	2.86
503109.7	1102571.863	1685	270	2.86
503209.7	1102571.863	1685	239	16.25
503309.7	1102571.863	1695	227.9	41.22
503409.7	1102571.863	1705	225	50.65
503509.7	1102571.863	1715	224.4	38.19
503609.7	1102571.863	1835	225	11
503709.7	1102571.863	1945	0	0
503809.7	1102571.863	1945	0	0
503909.7	1102571.863	1945	0	0
504009.7	1102571.863	1945	0	0
504109.7	1102571.863	1945	0	0
504209.7	1102571.863	1945	0	0
504309.7	1102571.863	1945	0	0
504409.7	1102571.863	1945	0	0
504509.7	1102571.863	1945	0	0
504609.7	1102571.863	1945	0	0
504709.7	1102571.863	1945	0	0
504809.7	1102571.863	1945	0	0
504909.7	1102571.863	1945	0	0
505009.7	1102571.863	1945	0	0
505109.7	1102571.863	1945	0	0
505209.7	1102571.863	1945	0	0
505309.7	1102571.863	1945	156.8	0.55
505409.7	1102571.863	1945	245.2	8.15
505509.7	1102571.863	1940	245.6	21.63
505609.7	1102571.863	1940	240.9	25.8
505709.7	1102571.863	1970	226.4	19.84
505809.7	1102571.863	2024	200.3	17.19
505909.7	1102571.863	2025	198.9	20.7
506009.7	1102571.863	2025	198	23.77
506109.7	1102571.863	2040	186	24.35
506209.7	1102571.863	2040	183.7	23.85
506309.7	1102571.863	2050	207.3	27.12
506409.7	1102571.863	2055	208.9	28.41
506509.7	1102571.863	2084	186.2	23.87
506609.7	1102571.863	2106	187.4	18.73
506709.7	1102571.863	2120	211.7	12.59
506809.7	1102571.863	2155	242.4	19.49
506909.7	1102571.863	2166	237.7	21.91
507009.7	1102571.863	2190	243.9	12.94
507109.7	1102571.863	2250	274.5	16.68
507209.7	1102571.863	2275	235	15.36
507309.7	1102571.863	2277	195.9	26.17
507409.7	1102571.863	2250	181.4	29.42
507509.7	1102571.863	2265	179.4	23.87
507609.7	1102571.863	2275	173.8	17.38
507709.7	1102571.863	2307	148.1	18.09
507809.7	1102571.863	2282	155.2	15.98
507909.7	1102571.863	2268	166.6	11.27
508009.7	1102571.863	2270	199.8	11.49
508109.7	1102571.863	2269	205	15.56
508209.7	1102571.863	2273	199.6	15.85
508309.7	1102571.863	2280	196.9	15.13
508409.7	1102571.863	2293	209.2	14.92
508509.7	1102571.863	2295	240.9	13.74
508609.7	1102571.863	2327	249.8	13.26
508709.7	1102571.863	2364	213	13.81
508809.7	1102571.863	2350	209.9	17.67
508909.7	1102571.863	2366	211.3	17.85
509009.7	1102571.863	2387	199.2	17.14
509109.7	1102571.863	2390	208.9	19.64
509209.7	1102571.863	2404	212.7	21.34
509309.7	1102571.863	2420	211.7	20.61
509409.7	1102571.863	2450	222.4	21.1
509509.7	1102571.863	2470	202	18.77
509609.7	1102571.863	2510	193.2	22.28
509709.7	1102571.863	2478	214.4	25.23
509809.7	1102571.863	2515	221	25.9
509909.7	1102571.863	2555	216.3	26.11
510009.7	1102571.863	2575	208.4	20.99
510109.7	1102571.863	2590	221.6	13.35
510209.7	1102571.863	2635	248.1	9.71
510309.7	1102571.863	2670	242.7	14.66
510409.7	1102571.863	2680	228.8	24.56
510509.7	1102571.863	2695	227.4	28.9
510609.7	1102571.863	2703	237.1	18.68
510709.7	1102571.863	2760	295.1	16.24
510809.7	1102571.863	2810	318.3	23.2
510909.7	1102571.863	2875	28	20.57
511009.7	1102571.863	2893	44.6	24.35
511109.7	1102571.863	2840	352.4	20.72
511209.7	1102571.863	2850	343.9	19.56
511309.7	1102571.863	2850	10.5	15.35
511409.7	1102571.863	2843	15.8	16.15
511509.7	1102571.863	2840	355	14.49
511609.7	1102571.863	2830	4.2	12.37
511709.7	1102571.863	2829	19.7	12.14
511809.7	1102571.863	2823	290.9	18.02
511909.7	1102571.863	2810	273.4	28.02
512009.7	1102571.863	2860	276.2	27.56
512109.7	1102571.863	2895	319.6	18.17
512209.7	1102571.863	2985	27.2	27.47
512309.7	1102571.863	3010	359.5	24.41
512409.7	1102571.863	2980	338.8	19.28
512509.7	1102571.863	2993	20.8	16.11
512609.7	1102571.863	2960	13.1	12.45
512709.7	1102571.863	2958	320.7	5.08
512809.7	1102571.863	2946	245.6	7.74
512909.7	1102571.863	2955	216.9	6.42
513009.7	1102571.863	2957	238.5	5.61
513109.7	1102571.863	2965	270.3	12.61
513209.7	1102571.863	2980	270.7	11.72
513309.7	1102571.863	2986	258.5	11.04
513409.7	1102571.863	3020	252.7	11.62
513509.7	1102571.863	3025	270.9	12.89
513609.7	1102571.863	3060	282.8	20.2
513709.7	1102571.863	3090	309.3	10.07
513809.7	1102571.863	3130	36.3	9.24
513909.7	1102571.863	3130	21.3	8.02
514009.7	1102571.863	3110	8.7	8.49
514109.7	1102571.863	3109	20.5	12.27
514209.7	1102571.863	3120	356.6	15.2
514309.7	1102571.863	3120	323.8	22.1
514409.7	1102571.863	3155	311.7	24.72
514509.7	1102571.863	3180	284.8	30.85
514609.7	1102571.863	3200	272	33.79
514709.7	1102571.863	3242	268.3	25.24
514809.7	1102571.863	3310	251.1	16.97
514909.7	1102571.863	3330	229.3	13.17
515009.7	1102571.863	3353	218.6	8.1
515109.7	1102571.863	3367	235.2	4.01
515209.7	1102571.863	3380	308.9	2.85
515309.7	1102571.863	3400	56	3.71
515409.7	1102571.863	3400	100.7	7.32
515509.7	1102571.863	3375	121.1	8.39
515609.7	1102571.863	3358	131.1	8.76
515709.7	1102571.863	3343	134.4	10.22
515809.7	1102571.863	3330	146	12
515909.7	1102571.863	3313	135.3	17.93
516009.7	1102571.863	3287	129.4	26.2
516109.7	1102571.863	3260	149.5	26.58
516209.7	1102571.863	3200	162.4	27.38
516309.7	1102571.863	3190	158.5	28.65
494509.7	1102471.863	1235	0	0
494609.7	1102471.863	1235	0	0
494709.7	1102471.863	1235	0	0
494809.7	1102471.863	1235	0	0
494909.7	1102471.863	1235	0	0
495009.7	1102471.863	1235	0	0
495109.7	1102471.863	1235	0	0
495209.7	1102471.863	1235	0	0
495309.7	1102471.863	1235	0	0
495409.7	1102471.863	1235	0	0
495509.7	1102471.863	1235	0	0
495609.7	1102471.863	1235	0	0
495709.7	1102471.863	1235	0	0
495809.7	1102471.863	1235	0	0
495909.7	1102471.863	1235	0	0
496009.7	1102471.863	1235	0	0
496109.7	1102471.863	1235	0	0
496209.7	1102471.863	1235	0	0
496309.7	1102471.863	1235	0	0
496409.7	1102471.863	1235	270	5.71
496509.7	1102471.863	1235	270	8.53
496609.7	1102471.863	1255	270	5.71
496709.7	1102471.863	1265	270	5.71
496809.7	1102471.863	1275	270	2.86
496909.7	1102471.863	1285	0	0
